MENU NAME,SERVINGS,RECIPE TOTAL PRICE,RESTAURANT PRICE,SAVED MONEY,COOK STEP,MENU THEME,main_ing,total_ingredient,LEVEL,COOK TIME,MENU DESCRIPTION,RESTAURANT NAME,RESTAURANT MENU,url,total_ing_with_gram
동파육,3인분,"22,170","52,000","29,830","['Step 1 : 법랑 접시에 석쇠를 놓고 삼겹살을 올린 후 1단에 넣어주세요. 광파오븐 자동 요리 <스팀>에서 <삼겹살> 0.6kg 분량을 선택한 후 가열해 주세요.\r\n* 물을 채운 물통을 제품에 설치해서 요리하세요.\r\n(tip. ""오븐으로 전송""버튼을 누르면 간단하게 설정할 수 있어요)', 'Step 2 : 마늘과 생강은 편 썰고, 대파는 손가락 길이로 썰어주세요. 페퍼론치노는 잘게 부숴주세요.', 'Step 3 : 달군 팬에 식용유를 두르고 편으로 썬 마늘과 생강, 대파, 건고추, 팔각을 넣고 볶다가 조림 소스를 넣어주세요.', 'Step 4 : 소스가 끓어오르면 익힌 삼겹살을 넣고 뒤집어가며 5분간 졸인 후 먹기 좋게 썰어주세요', 'Step 5 : 청경채는 깨끗이 씻어 4등분한 후 내열 용기에 담아주세요. 법랑 접시에 석쇠를 놓고 내열 용기를 올려 1단에 넣고 광파오븐 수동요리 <스팀 레인지>에서 3분간 익혀주세요. *물을 채운 물통을 제품에 설치해서 요리하세요.', 'Step 6 : 그릇에 청경채와 동파육을 담아 맛있게 즐겨주세요.']",['중식'],"['통삼겹살','팔각']","['통삼겹살','청경채','마늘','생강','대파','페퍼론치노','팔각','식용유','진간장','흑설탕','맛술','굴소스','물','물','대파','양파','마늘','생강','통후추','월계수잎','청주','된장','물','간장','맛술','굴소스','식초','설탕','식초','참기름','고춧가루','간장']",★☆☆,30분,"부들부들한 살코기와 입에 착 달라붙는 듯한 양념 맛이 일품인 동파육! 맛과 향, 식감은 물론 색감까지 뛰어난 중국 요리인데요. 이름과 관련해서 훈훈한 일화가 남아 있습니다. 송나라 때 물난리가 난 마을을 ‘소동파'라는 시인이 백성들을 동원해 제방을 쌓음으로써 위기로부터 구한 적이 있었대요. 백성들이 고마움의 표시로 돼지고기를 보내자 ‘소동파'는 자신이 개발한 요리법으로 백성들과 함께 나눠 먹었는데요. 그의 마음에 감동을 받은 백성들이 그 돼지고기 요리에 동파육이라는 이름을 붙였다는 유래가 전해진답니다. 광파오븐을 사용하면 어렵게만 느껴지던 동파육도 손쉽게 만들 수 있는데요. 두툼한 삼겹살을 스팀으로 촉촉하게 익힌 후 소스에 졸여내기만 하면 뚝딱 완성된답니다! ㅤ
 
 *본 레시피는 우리의식탁과 LG ThinQ Taste가 공동으로 개발한 LG광파오븐 전용 레시피입니다.

",몽모집,동파육,https://static.wtable.co.kr/image/production/service/recipe/2291/05de2ed5-2af7-494e-8a44-f54630398311.jpg,"통삼겹살 600g,청경채 4~5개,마늘 4톨,생강 1톨,대파 1/2대,페퍼론치노(또는 건고추) 2개,팔각 2개,식용유 1큰술,진간장 3큰술,흑설탕 2큰술,맛술 2큰술,굴소스 1큰술,물 1/2컵"
돼지갈비찜,4인분,"14,278","24,000","9,722","['STEP 1 : 돼지갈비는 찬물에 1시간 정도 담가 핏물을 빼주세요.', 'STEP 2 : 냄비에 고기 삶는 물 재료를 넣고 끓으면 돼지갈비를 넣은 후 10분 정도 삶아 찬물에 씻어주세요.', 'STEP 3 : 무와 당근, 양파는 큼직하게 자르고, 표고버섯은 4등분으로 잘라주세요. 대파와 마른고추는 어슷하게 썰고, 실파는 송송 썰어주세요.', 'STEP 4 : 냄비에 돼지갈비와 양념장, 물을 넣고 강불에서 20분 정도 끓이다가 무와 당근, 마른고추를\n 넣고 뚜껑을 닫은 후 중약불에서 20분 정도 끓여주세요.', 'STEP 5 : 무가 익으면 양파와 표고버섯, 대파를 넣어 국물이 자작해 질 때까지 5분 정도 졸여주세요.', 'STEP 6 : 오목한 그릇에 돼지갈비찜을 담고, 통깨와 송송 썬 실파를 뿌려 마무리해주세요.']","['메인요리', '한식', '초대요리']","['돼지갈비(찜용)','무']","['돼지갈비','무','양파','표고버섯','당근','마른고추','대파','실파','통깨','물','물','대파','마늘','월계수잎','통후추','간장','맛술','설탕','물엿','다진파','다진마늘','참기름','생강가루','후춧가루']",★★☆,60분,"부드러운 고기를 반찬처럼 먹기도 하고, 남은 양념에는 밥을 비벼 먹기에도 좋은 돼지갈비찜이예요. 명절 단골 메뉴지만, 특별한 날이 아니더라도 별미로 내기 좋죠~ 우리집 식탁을 풍성하게 만들어줄 돼지갈비찜을 아내의 식탁 레시피와 함께 만들어볼까요?",팀호완,돼지갈비찜,https://static.wtable.co.kr/image/production/service/recipe/589/1cbe5cac-9ab8-4bca-a73f-73c31eeaa077.jpg,"돼지갈비(찜용) 1kg,무 1/3개,양파 1개,표고버섯 4개,당근 1/2개,마른고추 2개,대파(흰부분) 1/2대,실파 1대,통깨 약간,물 2+1/2컵,물 6컵,대파(파란부분) 1/2대,마늘 5쪽,월계수잎 3장,통후추 10알,간장 9큰술,맛술 4큰술,설탕 3큰술,물엿 3큰술,다진파 2큰술,다진마늘 1큰술,참기름 1큰술,생강가루 1/2작은술,후춧가루 약간"
돼지고기 김치찌개,3인분,"5,465","18,000","12,535","['STEP 1 : 돼지고기는 먹기 좋게 썰어 고기양념에 밑간하여 15분 정도 재워주세요.', 'STEP 2 : 배추김치와 두부는 먹기 좋게 썰고, 대파는 어슷하게 썰어 주세요', 'STEP 3 : 냄비에 약간의 기름을 두르고 돼지고기를 넣어 2분 정도 볶아 표면이 살짝 익으면, 김치를 넣어 3~4분 정도 더 볶아준 후 국물재료 넣어 15분 정도 끓여주세요.', 'STEP 4 : 두부와 대파를 넣고 2분 정도 더 끓이다가 불을 꺼주세요.', 'STEP 5 : 기호에 따라 소금으로 간을 조절해 맛있게 즐겨주세요.']",['메인요리'],"['돼지고기(앞다리살 또는 목살)','배추김치']","['돼지고기','배추김치','두부','대파','다시마 멸치물','고춧가루','김치국물','맛술','다진마늘','소금','생강가루','후추']",★★☆,45분,밥 한 공기를 뚝딱하게 만드는 얼큰한 국물맛이 일품~ 돼지고기 김치찌개를 만들었어요. 푸짐하게 넣은 돼지고기와 김치가 숟가락을 멈출 수 없게 만든답니다. 언제 먹어도 맛있는 돼지고기 김치찌개로 즐거운 식탁을 만들어보세요.,서울한식보리밥뷔페,돼지고기 김치찌개,https://static.wtable.co.kr/image/production/service/recipe/291/a2421dff-e56c-40bd-8b40-06a91fc000a9.jpg,"돼지고기(앞다리살 또는 목살) 300g,배추김치 1/4포기,두부 1/2모,대파 1/2대,다시마 멸치물 3컵,고춧가루 1큰술,김치국물 1/2컵,맛술 2큰술,다진마늘 1작은술,소금 1/4작은술,생강가루 약간,후추 약간"
돼지고기 김치찜,4인분,"11,228","27,000","15,772","['Step 1 : 김치는 속 재료를 털어내고 꼭지를 붙인 채 3등분하여 썰어주세요. 볼에 양념장 재료를 넣고 섞어 양념장을 만들어주세요.\r\n(tip.김치의 숙성 정도에 따라 설탕을 가감해주세요)', 'Step 2 : 대파와 고추는 어슷하게 썰어주세요.', 'Step 3 : 내열 용기에 김치를 담고 통삼겹살을 올린 후 양념장과 멸치 다시마 육수를 붓고 대파와 고추를 올려주세요.', 'Step 4 : 법랑 접시에 석쇠를 놓고 내열 용기를 올린 후 1단에 넣어 광파오븐 수동 요리<스팀 레인지>에서 50분간 가열해주세요. *광파오븐 스팀 물통에 물을 채우고 시작해주세요.', 'Step 5 : 삼겹살을 먹기 좋은 크기로 잘라 김치와 함께 맛있게 즐겨주세요.']",['오븐 요리'],"['통삼겹살(또는 목살)','신김치']","['통삼겹살','신김치','대파','홍고추','청양고추','멸치다시마육수','김치국물','맛술','고춧가루','설탕','다진 마늘','후춧가루']",★★☆,60분,"부드럽게 익은 묵은지에 삼겹살을 함께 먹으면 환상의 궁합이죠! 남녀노소 모두 좋아하고 손님 초대 요리로도 너무 좋을 것 같아요.

*본 레시피는 우리의식탁과 LG ThinQ Taste가 공동으로 개발한 LG광파오븐 전용 레시피입니다.",웰빙김치찜,돼지고기 김치찜,https://static.wtable.co.kr/image/production/service/recipe/1969/1cf3b244-63e7-4ba8-9d00-dcf101001b35.jpg,"통삼겹살(또는 목살) 600g,신김치 ⅓포기,대파 ½대,홍고추 1개,청양고추 1개,멸치다시마육수 2컵,김치국물 ½컵,맛술 2큰술,고춧가루 1큰술,설탕 1큰술,다진 마늘 1큰술,후춧가루 약간"
돼지고기간장불고기,2인분,"7,559","26,000","18,441","['STEP 1 : 돼지고기는 적당한 크기로 썰어주세요. 양념재료를 골고루 섞은 후 돼지고기와 조물조물 버무려 20분 정도 재워주세요.', 'STEP 2 : 양파는 채 썰고 실파는 송송 썰어주세요.', 'STEP 3 : 달군 팬에 양념한 돼지고기와 양파를 넣은 후 익혀주세요.', 'STEP 4 : 접시에 불고기를 담고 송송 썬 실파와 통깨를 뿌려 즐겨주세요.']",['메인요리'],['돼지고기(목살)'],"['돼지고기','양파','실파','통깨','간장','맛술','설탕','굴소스','다진마늘','다진대파','참기름','생강가루','후추']",★☆☆,30분,식탁 위에 올리면 인기만점! 돼지고기 간장 불고기~ 어떤 날에 누구와 먹어도 좋은 요리랍니다. 불고기를 어렵다고 생각하시는 분들도 계시는데~ 감칠맛나는 양념에 재어 익히면 간단히 만드실 수 있어요. 레시피를 활용해 맛깔나는 간장 불고기를 완성해보세요.,대구밀떡집,북성로열탄불고기,https://static.wtable.co.kr/image/production/service/recipe/476/a2b4c6e2-1b9e-4541-8085-846ac350dfb8.jpg,"돼지고기(목살) 500g,양파 1개,실파 2대,통깨 약간,간장 3큰술,맛술 3큰술,설탕 1큰술,굴소스 1큰술,다진마늘 1/2큰술,다진대파 1큰술,참기름 1큰술,생강가루 1/4작은술,후추 약간"
돼지고기편육,2인분,"5,513","30,000","24,487","['STEP 1 : 냄비에 통삼겹살이 잠길 만큼 물을 넣고 끓인 후 통삼겹살, 월계수잎, 통후추, 조리용 술을 넣고 뚜껑을 덮어 중불에서 40분간 삶아 주세요.', 'STEP 2 : 오이와 영양부추, 홍고추는 6cm 길이로 채썰어 주세요.', 'STEP 3 : 삶은 통삼겹살을 물기를 제거하고 기름을 두르지 않은 팬에 중불에서 돌려 가며 노릇하게 구워주세요. \n(이미 익혀 놓은 삼겹살이므로 겉만 노릇하게 구워주시면 된답니다.)', 'STEP 4 : 통삼겹을 굽던 팬에 삼겹살 양념장을 넣고 중약불에서 3-4분간 조리듯이 구운 후 도마에 덜어 먹기 좋게 잘라주세요.', 'STEP 5 : 영양부추, 오이, 홍고추, 영양부추 양념장을 버무려 주세요.', 'STEP 6 : 통삼겹살과 버무린 채소를 곁들여 요리를 완성해 주세요.']","['메인요리', '초대요리', '안주']",['통삼겹살'],"['통삼겹살','통후추','월계수잎','조리용 술','취청오이','영양부추','홍고추','간장','레드와인','물엿','고추기름','홀그레인머스타드','배즙','설탕','식초','고춧가루','간마늘','통깨','소금','멸치액젓']",★★☆,60분,"삶은 통삼겹살을 특별한 간장소스에 조리는 이색적인 메뉴를 준비했어요. 수육의 보들보들한 부드러움과 삼겹살 구이의 담백 고소함까지 함께 느낄 수 있는 돼지고기편육과 몸에 좋은 영양부추무침까지 곁들이면 특별한 초대요리로 인기 만점!

술안주나 반찬으로도 즐길 수 있는 색다른 요리를 지금 만나보세요.",소문난순대국,편육,https://static.wtable.co.kr/image/production/service/recipe/512/d9b0efc8-f55f-41d8-be08-dabf220b1c66.jpg,"통삼겹살 400g,통후추 3g,월계수잎 2장,조리용 술 2큰술,취청오이 60g,영양부추 75g,홍고추 15g,간장 1큰술,레드와인 1작은술,물엿 1½작은술,고추기름 1작은술,홀그레인머스타드 1작은술,배즙 1½작은술,설탕 1작은술,식초 1½작은술,고춧가루 1작은술,간마늘 ½작은술,통깨 1작은술,소금 약간,멸치액젓 ½작은술"
돼지등갈비김치찜,2인분,"15,839","20,000","4,161","['STEP 1 : 등갈비는 찬물에 30분정도 담가 핏물을 뺀 후, 냄비에 삶는물 재료와 함께 넣고 30분정도 삶아주세요.', 'STEP 2 : 김치는 양념을 털어낸 후 세로로 3등분하고, 양파는 굵게 채썰어주세요. 대파, 홍고추, 청양고추는 어슷하게 썰어주세요.', 'STEP 3 : 냄비에 김치를 깔고 등갈비를 올린 후, 양념재료와 다시마멸치육수 3컵을 넣고 20분정도 끓여주세요.', 'STEP 4 : 김치가 부드럽게 익으면 대파, 양파, 홍고추, 청양고추를 넣고 5분정도 중간불에서 더 끓여주세요.', 'STEP 5 : 기호에 따라 부족한 간은 김치국물 또는 소금으로 조절하시면 더욱 맛있게 즐기실 수 있어요.']","['메인요리', '초대요리', '안주']","['돼지등갈비(1대)','신김치']","['돼지등갈비','신김치','대파','양파','홍고추','청양고추','다시마멸치육수','물','된장','대파','마늘','월계수잎','통후추','김치국물','고춧가루','고추장','맛술','설탕','다진마늘','후추']",★★☆,60분,"슴슴한 요리들도 좋지만, 매콤한 요리들이 당길 때가 있죠? 그럴 때 활용하기 좋은 돼지등갈비 김치찜이예요. 김치의 깊은 맛에 반해 나도 모르게 손으로 등갈비를 들고 맛있게 먹게 될 거예요. 입맛 돋우는 양념에 밥 한 공기도 금세 사라지는 추천 레시피랍니다.",모락모락맛집,등갈비김치찜,https://static.wtable.co.kr/image/production/service/recipe/383/f7d77f9d-ba55-4782-87ed-f95ae529874f.jpg,"돼지등갈비(1대) 700g ,신김치 1/3포기,대파 1대,양파 1/2개,홍고추 1개,청양고추 1개,다시마멸치육수 3컵,물 6컵,된장 1큰술,대파(파란부분) 1/2대,마늘 5쪽,월계수잎 2장,통후추 10알,김치국물 1/4컵,고춧가루 1큰술,고추장 1/2큰술,맛술 2큰술,설탕 1큰술,다진마늘 1큰술,후추 약간"
돼지등갈비찜,3인분,"15,862","45,000","29,138","['STEP 1 : 등갈비는 찬물에 30분정도 담가 핏물을 빼주세요. 냄비에 삶는물 재료를 넣고 물이 끓으면 등갈비를 넣어 30분정도 삶아 고기를 건진 후 한 대씩 먹기 좋게 잘라주세요.', 'STEP 2 : 무와 당근은 큼직하게 자른 후 모서리를 둥글게 다듬고, 밤과 은행은 껍질을 벗겨주세요. 표고버섯은 2등분으로 자르고, 홍고추는 어슷하게 썰어주세요.\n(은행은 팬에 약간의 소금을 넣고 살짝 볶거나 끓는물에 살짝 데친 후 키친타올에 비벼 속 껍질을 제거해주세요.)', 'STEP 3 : 냄비에 갈비와 무, 물 4컵, 양념장을 넣고 강불에서 20분정도 끓이다가 당근과 밤을 넣고 중간불에서 10분정도 끓여주세요.', 'STEP 4 : 약한불에서 표고버섯, 은행, 홍고추를 넣어 5분정도 더 끓여주세요.', 'STEP 5 : 오목한 그릇에 갈비를 담고 깨와 송송 썬 실파를 뿌려 마무리해주세요.']","['초대요리', '메인요리', '안주']",['돼지등갈비'],"['돼지등갈비','무','표고버섯','당근','은행','밤','홍고추','실파','깨','물','된장','대파','마늘','월계수잎','통후추','간장','맛술','설탕','올리고당','다진마늘','참기름','생강즙','후추']",★★☆,70분,"돼지고기는 부위마다 다양한 요리로 활용할 수 있어 자주 찾게 돼요. 그 중에서도 육즙이 진하고 부드러운 등갈비는 찜으로 즐기기 좋아요. 무와 밤, 은행, 표고 등을 넉넉히 넣어 깊고 깔끔한 맛이 일품이랍니다. 오늘은 돼지 등갈비찜으로 솜씨 발휘 해보시는 건 어떨까요?
",담산 신촌본점,양푼등갈비찜,https://static.wtable.co.kr/image/production/service/recipe/366/9f920997-cded-4783-ae8a-1b2ee05a117b.jpg,"돼지등갈비 1kg ,무 1/4개,표고버섯 3개,당근 1/2개,은행 10알,밤 6개,홍고추 1개,실파 1대,깨 약간,물 8컵,된장 1큰술,대파(파란부분) 1/2대,마늘 5쪽,월계수잎 3장,통후추 10알,간장 7큰술,맛술 4큰술,설탕 1작은술,올리고당 2큰술,다진마늘 1큰술,참기름 1큰술,생강즙 1/2큰술,후추 약간"
돼지안심 스테이크,2인분,"7,619","49,000","41,381","['Step 1 : 돼지 안심은 근막을 제거하고 굵기가 다른 양 옆을 잘라내주세요. 소금, 후추로 밑간한 후 랩으로 단단하게 말아 실온에서 30분 정도 냉기를 빼주세요. \r\n(tip. 남은 고기는 다양한 요리에 활용해 보세요)', 'Step 2 : 가니쉬용 오렌지는 껍질을 벗겨 제스트를 내어 채를 썰고 속살만 도려내주세요. 양파, 파프리카, 고추, 파슬리는 다져주세요. 손질한 채소와 나머지 재료를 섞어 차갑게 준비해 주세요.', 'Step 3 : 팬에 올리브오일을 두르고 9단에서 1분간 예열해 주세요.', 'Step 4 : 손질해 둔 돼지고기 안심을 올려 3단에서 1분씩 총 4분간 돌려가며 구워주세요.', 'Step 5 : 3단에서 1분씩 총 4분간 돌려가며 한번 더 구워주세요.', 'Step 6 : 으깬 마늘과 허브, 버터를 넣고 5단에서 4분간 버터를 끼얹어가며 구워주세요.', 'Step 7 : 불을 끄고 팬에 포일을 덮어 10분간 레스팅 시켜주세요.', 'Step 8 : 구운 고기는 1cm 두께로 썰어주세요.', 'Step 9 : 접시에 먹기 좋게 썬 안심과 가니쉬를 올려 맛있게 즐겨주세요.']","['초대요리', '다이어트', '메인요리']","['돼지고기 안심','올리브오일']","['돼지고기 안심','올리브오일','버터','타임','마늘','소금','후춧가루','오렌지','적양파','파프리카','청양고추','파슬리','올리브오일','꿀','소금','후춧가루','라임즙']",★★☆,30분,"스테이크 하면 소고기만 떠오르신다고요? 돼지고기 안심을 이용해도 담백하고 고급스러운 스테이크를 거뜬하게 만들 수 있어요. 근사한 비주얼이라 분위기 있는 식사를 하고 싶을 때 딱 걸맞는 메뉴랍니다!ㅤ

*본 레시피는 우리의식탁과 LG ThinQ Taste가 공동으로 개발한 LG 인덕션 전용 레시피입니다.",현명식탁,안심스테이크,https://static.wtable.co.kr/image/production/service/recipe/2434/d0d56c03-d870-4e50-b594-96d7bd4b5745.jpg,"돼지고기 안심 1덩이(300g),올리브오일 1큰술,버터 2큰술,타임 3줄기,마늘 3톨,소금 1/2큰술,후춧가루 약간,오렌지 1개,적양파 1/2개,파프리카 (노랑, 빨강) 각 1/2개,청양고추 1개,파슬리 약간,올리브오일 1큰술,꿀 1큰술,소금 약간,후춧가루 약간,라임즙 1개 분량"
된장찌개,2인분,"6,101","15,000","8,899","['Step 1 : 애호박, 양파, 감자, 두부는 먹기 좋은 크기로 잘라 준비해주세요. 청양고추, 홍고추, 대파는 어슷 썰어주세요. \r\n(tip. 감자를 넣으면 국물이 전분기로 인해 끈적해질 수 있어요. 전분기가 싫다면 감자를 찬물에 10분 정도 담근 후 사용해 주세요)', 'Step 2 : 냄비에 육수용 멸치를 넣고 약불에서 2~3분 정도 볶다가 쌀뜨물을 붓고 끓여주세요. \r\n(tip. 멸치는 통으로 사용해도 괜찮지만, 취향에 따라 머리와 내장, 가시를 제거하고 사용해주세요)', 'Step 3 : 육수가 끓으면 감자를 넣고 1분간 끓이다가 양파, 애호박, 간마늘, 된장을 넣고 5분간 끓여주세요. 마지막으로 대파, 청양고추, 홍고추를 넣어 끓이다가 두부를 넣고 1분간 끓여 완성해주세요.\r\n(tip. 된장에 따라 간이 다를 수 있으니 양을 조절해주세요)']","['한식', '메인요리']",['시판 된장'],"['시판 된장','쌀뜨물','다진 마늘','육수용 멸치','애호박','양파','감자','대파','청양고추','홍고추','두부']",★☆☆,30분,"한국인의 소울푸드 된장찌개! 각자의 취향에 맞는 여러 버전의 된장찌개가 생겨났지만, 기본에 충실한 된장찌개가 그리울 때가 있죠. 담백한 멸치 육수에 구수한 된장과 갖은 채소가 들어간 된장찌개는 언제 먹어도 질리지 않는 요리예요. 냉장고 속 자투리 채소를 활용하기에도 안성맞춤!",형제식당,된장찌개,https://static.wtable.co.kr/image/production/service/recipe/2166/4c5781b8-6091-4303-946f-bd845b5f38ac.jpg,"시판 된장 2큰술,쌀뜨물(또는 생수) 2컵,다진 마늘 1/2작은술,육수용 멸치 4마리,애호박 1/2개,양파 1/4개,감자 1/2개,대파 1/4대,청양고추 1개,홍고추 1/2개,두부 1/2모"
두부김치,2인분,"4,964","15,000","10,036","['STEP 1 : 묵은지는 먹기 좋은 크기로 썰고, 양파는 굵게 다지고, 대파는 어슷하게 썰어주세요.', 'STEP 2 : 달군 팬에 기름을 살짝 두른 후 양파를 2분 정도 볶다가 신김치와 김치 양념재료를 넣어 중약불에서 8분 정도 더 볶아주세요.\n(tip. 김치를 볶을 때, 물을 살짝 넣어 볶으면 훨씬 부드러워요. 취향에 따라 돼지고기를 넣어 함께 볶아주셔도 맛있답니다)', 'STEP 3 : 물기가 어느 정도 없어지면, 썰어 둔 파와 참기름을 넣어 마무리해주세요.', 'STEP 4 : 끓는 물에 소금을 약간 넣은 후 두부를 2분 정도 데치고, 먹기 좋은 크기로 썰어주세요.\n(tip.두부를 데치게 되면 탱탱한 식감으로 즐기실 수 있어요.)', 'STEP 5 : 스타일링 tip!\n\n접시에 두부김치를 담을 때 두부는 한쪽방향으로 가지런하게 담고, 볶은 김치는 두부에 닿지 않게 정갈하게 담아주세요. 함께 볶은 파가 김치 윗쪽으로 올라왔을 때 색감이 예쁘고 맛있어 보일 수 있어요. 두부의 한쪽은 통깨, 한쪽은 검은깨를 뿌려내면 더 멋스럽답니다.', 'STEP 6 : 접시에 두부와 볶은 김치를 담은 후 통깨를 뿌려주세요.']","['메인요리', '한식', '안주', '키토']","['두부(300g)','묵은지']","['두부','묵은지','양파','대파','소금','식용유','참기름','통깨','검은깨','고춧가루','김치국물','물','올리고당','다진마늘','후춧가루']",★☆☆,30분,"소박하지만 큰 위로가 되는 오늘의 레시피~ 따뜻하게 데워진 두부에 볶은김치를 올려먹는 힐링푸드, 두부김치랍니다. 반주에 곁들여도, 입맛 돋우는 반찬이 필요한 날에도 간단히 완성할 수 있어 좋지요. 통깨와 검은깨를 가지런히 뿌려 담았더니 오늘따라 더 맛있게 느껴지네요!",은진포차,두부김치,https://static.wtable.co.kr/image/production/service/recipe/699/6c2bb790-35c7-47f3-9a48-44f695a2a2fb.jpg,"두부(300g) 1모,묵은지 250g,양파 1/2개,대파 1/4대,소금 약간,식용유 약간,참기름 1큰술,통깨 약간,검은깨 약간,고춧가루 1큰술,김치국물 3큰술,물 1/2컵,올리고당 1큰술,다진마늘 1/2큰술,후춧가루 약간"
들기름 막국수,2인분,"3,000","24,000","21,000","['Step 1 : 끓는물에\xa0메밀면을\xa0펼쳐\xa0넣고\xa0젓가락으로\xa0저어\xa0면끼리\xa0달라붙지\xa0않도록\xa0저어주세요. 물이\xa0끓어오르면\xa0찬물\xa0한\xa0컵을\xa02~3회\xa0반복해서\xa0부어\xa0국수를\xa0삶아주세요. 흐르는\xa0찬물에\xa0면을\xa0여러\xa0번\xa0씻어\xa0전분기를\xa0없애고 체에\xa0받쳐\xa0물기를\xa0빼주세요.', 'Step 2 : 볼에\xa0소스\xa0재료를\xa0넣고\xa0섞어주세요. 쪽파는\xa0송성 썰어주세요.', 'Step 3 : 믹서에\xa0김과\xa0통깨를\xa0넣어\xa03초\xa0정도\xa0갈아주세요. \r\n(tip. 믹서가\xa0없다면\xa0김을\xa0비닐에\xa0넣고\xa0부숴서\xa0사용해도\xa0좋아요)', 'Step 4  : 그릇에\xa0면을\xa0담고\xa0소스와\xa0김 가루와\xa0쪽파를\xa0올린\xa0후\xa0들기름을\xa0취향껏\xa0부어주세요.\r\n(tip. 냉장고 속\xa0재료를\xa0스타일링에\xa0활용해\xa0보세요)']","['간단요리', '채식', '메인요리']","['메밀면','들기름']","['메밀면','김밥 김','들기름','통깨','쪽파','간장','설탕','식초','한식 채수']",★☆☆,20분," 탱글탱글한 면발과 고소한 들기름의 만남! 들기름 막국수 드셔보셨나요? 빨간 소스가 올라간 막국수도 좋지만, 담백하고 고소한 들기름 막국수도 한 번 드셔보세요. 들기름 막국수는 면과 들기름만 있으면 쉽고 간단하게 만들 수 있어요. 어른은 물론 매운 것을 못 먹는 아이들도 모두 좋아할 맛이라 가족과 함께 먹기 좋은 한 끼 식사랍니다~",청류벽,들기름막국수,https://static.wtable.co.kr/image/production/service/recipe/1053/3077f3fe-7037-486b-949f-04015043f8a7.jpg,"메밀면 200g,김밥 김 2장,들기름 4큰술 ,통깨 4큰술 ,쪽파 1줄기,간장 3큰술 ,설탕 1작은술 ,식초 1작은술,한식 채수 3큰술 "
들깨수제비,2인분,"12,804","24,000","11,196","['STEP 1 : 양파는 굵게 채를 썰어주시고 애호박, 감자는 반달 모양으로 썰어주세요. 찹쌀가루와 들깨가루에 북어육수를 넣고 개어서 들깨국물을 준비해주세요.', 'STEP 2 : 냄비에 육수재료를 넣고 10분간 끓이다가 다시마를 건져낸 후 10~15분간 더 끓여 육수를 만들어주세요. 육수가 끓으면 육수재료를 모두 건져내고 소금을 넣어 간을 맞춰주세요.', 'STEP 3 : 넓은 볼에 밀가루와 물을 넣어 수저로 저은 후 반죽하여 둥글게 모양을 만들고 비닐에 싸서 20~30분간 휴지 시켜주세요. 육수에 양파, 감자, 애호박을 넣어 끓이다가 감자가 어느 정도 익으면 수제비를 알맞은 크기로 떼어내어 끓여주세요. \n수제비가 익어서 떠오르면 들깨육수를 넣어 중불에서 1분 정도 끓이다가 소금으로 간을 해주세요.', 'STEP 4 : 완성된 수제비를 그릇에 담아주시고 기호에 따라 김가루를 조금 뿌려서 드셔도 좋아요.']","['초대요리', '메인요리']",['수제비'],"['수제비','양파','애호박','감자','육수','소금','들깨가루','찹쌀가루','북어육수','북어머리','다시마','물','밀가루','물']",★★☆,30분,수제비에 들깨가루를 넣어 수제비를 만들면 화려한 색과 맛은 아니지만 구수하고 깊은 맛이 한 끼 식사로도 너무 좋답니다. 오늘은 따뜻한 들깨수제비로 속을 풀어보세요.,마지,들깨수제비,https://static.wtable.co.kr/image/production/service/recipe/264/ccd8077f-6231-4e6c-8781-f86f73e9ca0a.jpg,"수제비 200g,양파 1/4개,애호박 1/3개,감자 1개,육수 4컵,소금 약간,들깨가루 2/3컵,찹쌀가루 2큰술,북어육수 1컵,북어머리 1장,다시마 2장,물 13컵,밀가루 200g,물 120g"
