,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
순두부,-0.0077849417,-0.0067479694,-0.003142813,0.006636109,-0.000831542,0.008859934,-0.0023239767,-0.0052677016,0.0039255572,0.0022214388,-0.0002835761,-0.002459042,-0.0060037645,0.0040310253,-0.0075947028,-0.008937262,-0.009192266,0.00837207,0.0040087746,0.0070672515,0.009933664,-0.0072154733,0.004036982,0.0027978178,0.0061509768,-0.0033899886,0.009295512,-0.005811236,0.0070136236,0.0069543635,-0.00039413993,0.005037324,0.00665915,0.001556687,0.0073760203,0.0024480314,-0.0015305618,0.0073760534,0.0046904995,-0.0032196152,0.0016075919,-0.00016713007,0.004965688,-0.005417504,-0.0041594547,-0.0009552491,0.0038146737,-0.006613804,0.007883121,-0.0030904987,0.0057508075,0.0028785875,0.0068249404,-0.0044683535,-0.0032005005,0.003052842,-0.0027539688,0.005939425,-0.0059669986,0.002595322,-0.00072498654,-0.00060595147,0.0025539552,-0.0022111845,-0.0042804917,-0.008547461,0.0025175214,0.0053411615,-0.0058703003,0.009170412,0.004030241,-0.005192229,-0.0013014125,0.003954419,-0.0069901557,0.002075746,0.005507717,0.0062397616,0.0054023447,0.0036461859,-0.0027414167,-0.0061110007,0.0081094,-0.0073066517,-0.0016289862,-0.0032944041,0.0064538983,-0.0062904297,0.0034223143,0.0020832052,-0.004050952,-0.00822638,-0.008046538,0.0035060032,-0.009553525,0.00572076,-0.002923079,-0.009177066,-0.0051521896,0.0077296337
닭가슴살,-0.0017162154,0.006427767,-0.0092896465,-0.009169741,-0.005204797,0.000941991,-0.0071806503,-0.009442397,-0.008877139,-0.0004609202,0.0074399095,-0.008394189,-0.0053282413,0.0015130766,0.0033243222,-0.008450159,0.007840043,-0.008226068,0.0047432412,0.0094229365,0.0056618247,0.0061762724,0.008259132,0.0034527553,-0.0071678497,0.0057693077,-0.008316265,-0.0057215714,0.0058941375,-0.007938381,-0.0058595943,-0.0035694642,0.0033826227,0.005217837,0.0020562392,0.0051258854,-0.0026302533,0.0043621813,-0.0070542633,-0.0016669276,-0.0077315453,0.0001819659,0.004698063,0.0047893496,-0.004659425,0.001745015,0.00781912,-0.005575543,-0.0037599716,-0.0005994694,-0.0047161547,0.008694841,0.0075485245,0.009223527,0.009357498,-0.008440062,-0.00046353575,-0.0076178527,-0.0048196176,-0.008850986,0.0034082755,0.000112834365,-0.006921238,0.007959332,0.00095426553,0.00031224382,-0.0035606904,-0.0033356575,-0.0026393123,0.0076395716,0.0023777096,-0.005166123,0.004749558,0.0010033081,-0.0027307507,0.0077248495,-0.003956003,0.0074450215,-0.0042327703,-0.0073690806,-0.0044941516,-0.0039214734,-0.00070861605,-0.0018393558,0.005115012,0.005471669,-0.0017249915,0.003738017,-0.002015255,0.0007306672,-0.001360412,-0.002445587,-0.004720384,-0.0042649047,0.00012784256,0.0016380294,-0.009457319,0.006074492,-0.0017021092,-0.0029893639
파스타 면,-0.0048087295,-0.0042886483,-0.0048072655,-0.009809204,-0.0007786652,-0.007896833,-0.004805378,-0.007351685,0.009954085,-0.0013834116,-0.0077729276,0.005507557,-0.008134285,-0.0019484814,0.0027448544,-0.0071135946,-0.00878826,-0.0066758953,0.0074830237,0.009045872,0.004057312,0.0024317207,0.0041681402,-0.004083489,0.009751892,0.006889673,0.0040975683,0.008949996,-0.008463159,0.0009318578,0.008887347,-0.00096828095,-0.006746714,-0.0022911485,-0.0028105185,-0.0025031145,-0.0018659526,0.0072648637,-0.00031813383,0.0041876133,-0.003760162,0.008247869,-0.006508807,-0.009367908,-0.004154928,-0.007417107,-0.0048847347,0.0005041006,0.0024155225,0.0017709923,0.005025085,-0.0014148701,0.002318061,0.0003232737,0.0078194635,0.008058355,-0.0019390178,0.001248065,-0.0060216454,-0.0047862357,-0.006999006,-1.0617451e-05,-0.004930005,-0.0040854076,0.0014646839,0.0026525736,-0.009117107,0.0017996826,0.005089248,0.0042239903,-0.002944892,0.009492925,0.009491573,-1.6249724e-05,0.0008600933,-0.009217198,-0.004807111,-0.00010357312,0.003997107,0.00015859693,-0.008758175,0.005825332,-0.0074606687,0.008559587,0.0055182073,-0.006808012,0.0028347094,0.0077368496,-0.006112594,-0.006550008,0.009234856,0.0018020388,0.0096951155,-0.009931102,-0.0014829398,0.0069103525,-0.0014587202,-0.0017447906,-0.007094934,-0.00569812
카레가루,-0.006528814,0.008951601,-0.0015733815,-0.008276944,0.008041634,-0.0029979944,-0.0013196553,-0.0006364048,0.0028167693,-0.004698991,-0.00029189285,-0.002886298,0.008769949,0.0068761013,0.0011263078,-0.0061053033,0.0031273754,0.0011372318,-0.0061438596,-0.0057610427,-0.0030679519,0.0023896443,-0.008120567,-0.0049933265,0.008073049,-0.0036800636,0.007936837,0.0005269768,-0.005565282,-0.0049556918,-0.0002345929,0.0045784716,-0.006075365,-0.0055419994,-0.0068276455,0.006747931,-0.0023810822,0.004017547,-0.0016324049,-0.007436738,-0.001273697,0.00036934626,0.0035942819,-0.008667445,-0.0068078856,-0.006589745,0.00299848,-0.0037547052,0.0010442011,0.0041697975,0.0045106914,0.002355226,-0.002876505,0.0006361765,-0.0054278234,-0.0063399444,0.008730296,-0.0040639318,-0.009326391,0.0037280926,0.008461777,-0.00019632722,0.0022498737,-0.0035432018,-0.004228473,-0.008585004,-0.007827522,-0.009039349,-0.005988368,0.00853957,0.00942977,-0.0016747414,4.3923643e-05,0.007837374,0.0012635129,-0.0051120096,0.0026567883,0.0018104274,-0.003763204,-0.0048986687,0.009618739,0.007630902,-0.0085821925,-0.0055254796,0.0014111063,0.0008944019,-0.008377452,0.009347472,-0.0053868885,0.0045912247,0.009274046,0.0010917886,0.0042122384,-0.0026892666,-0.009687374,0.00063948246,-0.0010801094,-0.009912118,0.006983382,-0.0074034818
식빵,0.005111284,-0.0044292496,-0.00917377,-0.009053684,0.0062216753,-0.0052675116,0.0052477196,-0.0015710797,0.009705388,0.007155099,0.009878879,0.008412674,-0.007902486,-0.009606897,-0.005577326,-0.00080395996,0.0049881516,0.0036719705,-0.0020288723,0.0050249435,-0.0033932114,-0.0067920187,0.004723901,-0.009870849,0.00091667817,-0.0050118426,0.0075777164,-0.0036931084,0.002792274,-0.006248201,0.009625543,-0.005573088,0.0035800303,0.0032336123,0.008917658,-0.005578729,-0.004377623,-0.0062201847,0.006158465,-0.004607786,0.004800394,-0.0008909685,0.0072566415,-0.0060398504,-8.406801e-05,-0.00010258222,-0.008537524,0.008730258,-0.0020993783,0.0064660283,7.9826066e-05,0.0050035,0.0022198278,0.008840782,-0.008343325,0.008463749,0.008669567,0.0010582424,0.0044220183,0.003835519,0.004049401,-0.0029657749,0.0028458314,0.0007655265,0.004810335,0.008399764,-0.007746419,0.00014444078,-0.008760958,-0.0015472851,-0.009063008,0.0031662043,-0.0015509339,-0.0007050633,0.0064191064,-0.008088618,0.0011371585,-0.0024498191,-0.0037514013,-0.0072841295,-0.007969183,0.008305559,-0.007449373,0.0048387325,-0.0037786572,-0.001218329,0.002796256,-0.008565691,-0.005663662,-0.0077399514,-0.009383987,-0.004761802,-0.0031514687,0.0004784998,-0.0006966643,-0.007851633,-0.0037664874,-0.0027308986,-0.0063914685,-0.0063929847
대파,-0.0026138446,-0.007889754,-0.008251806,-0.0075862478,0.0035785637,-0.007614867,-0.0036901545,0.006657504,0.0074012177,-0.0064023486,0.006771813,-0.007798077,0.00012358818,0.006613882,-0.002834178,0.00920698,-0.00035295886,0.004676059,0.0069536166,-0.008558719,-0.006055727,-0.0072938036,-0.0011483915,-0.0070947185,0.00012493924,-0.008044753,0.0005049126,-0.00039434736,0.006433722,-0.008879762,-0.003185206,0.0058777896,0.009246285,-0.0017848763,0.0007613569,-0.0060947593,0.000818127,-0.008146048,-0.007639456,0.0013481381,-9.268497e-05,0.0055611217,-0.00973555,0.0016420431,0.0015676466,-0.00525008,5.7503257e-05,0.006068706,-0.006583082,0.00031306772,0.003889424,0.0017058513,0.0028694395,0.008154557,0.00670951,0.0035167073,0.007984054,-0.007661899,0.0075247246,0.0038833544,-0.0058977804,-0.0042101643,0.0063943714,0.0058032693,-0.009886332,0.0012598339,-0.00038414868,0.0008453999,0.007074986,-0.0071566505,0.009661654,-0.009462782,0.006235342,0.009488104,-0.0038221902,-0.009386613,0.00618514,-0.008971639,-0.008300945,-0.0008256179,-0.00665449,0.00874337,0.007836129,0.0008385603,0.008026185,0.009843404,0.0051959623,0.004334382,0.005396083,0.0064179767,0.0047504255,0.006389558,-0.007463318,0.008865651,0.00828092,0.009410751,-0.009038214,-0.0034625954,-0.0003466771,0.0041646515
모짜렐라 치즈,-0.008236952,0.00019202121,0.0060295737,0.009597537,-0.002853315,0.0017865108,0.0063409284,-0.0019760197,0.0019498479,-0.009335764,0.0006951909,0.004551684,0.00450572,-0.009751452,-0.005150213,0.0029708343,0.0015762734,-0.004719276,0.0058171395,0.003506221,-0.007811434,0.009849098,-0.0077100047,-0.0030340434,0.009744268,0.0011574046,-0.005569412,0.0011265338,-0.004124402,-0.0067478297,-0.0077546383,0.004753667,-0.009032265,0.004052898,-0.005546783,0.005450686,-0.004356,-0.0056026285,0.0063553774,-0.008660483,0.0013506381,-0.0021177805,-0.006701381,-0.007674615,0.006758265,-0.0044903867,0.0046070805,-0.009677752,0.0019335612,-0.0019804677,-0.0058991825,-0.002779509,-0.008666143,-0.003473111,-0.0025803505,-0.002293855,-0.005100476,-0.009204265,0.0053251553,-0.0012866122,0.006152696,0.0030741894,0.00856463,-0.0035298555,-0.008911603,0.0013437918,-0.008988226,0.006055602,0.008456215,0.000521969,0.0077256393,0.008534113,0.004217361,0.005436652,0.009167587,0.0011480222,-0.00827065,-0.008321812,-0.001786778,-0.00063707004,0.0087950565,-0.009328928,-0.0025897499,0.00913406,-0.0014651064,-0.009081378,0.0020048383,-0.005837085,-0.005459505,-0.006334595,0.00014573697,0.007250209,0.0041175988,0.008131316,0.008863941,0.0045611705,-0.0060633426,0.0070566046,-0.009528406,-0.004793039
현미밥,0.007974969,0.0079257,-0.005435865,-0.00796276,0.008080009,-0.0038498314,-0.0040711793,0.0072124964,0.00543737,0.0038189953,-0.0012328343,0.008682073,0.008446251,0.0069714226,0.00907923,-0.005811934,0.00096700963,-0.0016346466,0.0063408534,0.00978226,0.0051645846,0.004056433,0.006548729,0.005870687,0.00010337181,-0.008369312,-0.0022075248,0.00906567,-0.0051121274,0.0010026128,0.004879848,-0.0069494615,0.008202324,0.0014744382,0.002423621,0.008334522,0.0014595093,0.00089046976,-0.009434206,0.009836443,-0.009882367,0.008547304,0.005050599,-7.7262186e-05,-0.007873367,0.009312176,-0.0013893815,0.0053441226,-0.0030067472,-0.0049002455,0.00016010876,-0.008030899,-0.0066303476,-0.009454394,0.005356974,0.0004354552,-0.00090268534,0.005068839,-0.0019542377,-0.0073790397,0.0028679238,-0.0059926948,0.00048431993,0.009468836,-0.00094460964,0.0061334423,0.004489534,-0.0035251963,-0.005247968,0.008911423,0.0020844585,-0.00044486756,0.00092622463,-0.0049120965,0.003543176,-0.0030723389,0.004215135,-0.0045744902,-0.00081015565,0.003910225,-0.007172472,-0.0025503756,-0.008748,0.0015688756,0.001988457,0.0023920317,0.0010581503,8.405193e-05,0.0022119423,-0.00095020846,0.0059316056,-0.002943472,-0.0051072338,-0.005349906,-0.009650305,-0.008104382,0.0021162417,0.0039626765,-0.0057821753,-0.00971032
콩나물,-0.0061638667,0.004666977,-0.009064645,0.005087327,0.0063478295,0.0061119497,-0.007628521,0.0028324798,-0.005451065,0.009059963,-0.0043201037,-0.0023582107,0.0052103726,-0.0008242026,0.0050979173,-0.004212714,0.004984859,-0.009796231,0.006082897,-0.0012526533,-0.0056013837,-2.6546486e-05,-0.0012156456,-0.00072423986,-0.0017486372,-0.009270275,-0.007797379,-0.0067841434,-0.008626325,-0.0045319838,0.009202686,-0.0018005272,-0.007600101,-0.005887754,0.0036056102,-0.0027380064,-0.0015639599,-0.0042612655,0.0059810635,-0.007833388,-0.0074900948,0.00752244,-0.006969922,0.002147739,0.00037155196,0.009658896,0.004231168,0.0020709774,0.0027508873,0.0023138376,0.0021940744,-0.0027327607,0.0040935543,0.006101825,0.008948587,-0.0007451675,-0.0012237407,0.006469679,-0.008466369,-0.0006551079,-0.0066726,0.00478538,-0.008944163,0.003246298,0.009011725,-0.0020764158,-0.008820263,-0.0081807,0.0032520664,-0.0053351233,0.0064464435,-0.0012058441,0.007852326,-0.0005088561,-0.0062357965,-0.005696685,0.0007731245,-0.004796372,0.0065751984,-0.003523069,-0.0056319404,0.0009535587,-0.0048635923,-0.00820929,-0.0052494393,-0.0018583147,0.00043274413,0.0036276875,0.0068663633,0.006718125,0.0058617904,0.0003086545,-0.0058119087,0.009000863,-0.00065051694,0.0047053955,-0.0014254131,0.0058092442,0.00529824,-0.007304739
모닝빵,-0.0027402593,0.00011607085,0.002044412,-0.0092926845,0.0048442828,0.003373025,-0.00017977168,-0.003489597,-0.0076096305,0.0075813015,-0.008608707,-0.0073829093,0.004456421,-0.00851505,-0.003278729,-0.0020919745,-0.0019002552,-0.0068414877,0.0043018274,0.000990112,0.003656513,-0.001317602,0.0069372696,-0.009539926,0.005834711,-0.005141714,0.0016889927,-0.006936526,-0.002483249,-0.006423082,-0.0033544688,0.009730095,0.0026877504,0.00159402,-0.006099853,0.0055990666,-0.008135347,-0.0023074048,-0.0064796438,-0.0063856007,0.0023017186,-0.0033063951,0.0024325293,0.0039289556,-0.0062589482,-0.0017469251,-0.0027541327,-0.009814185,-0.009831689,0.0011144767,0.0043919254,0.00025173146,-0.0048732953,0.0036236749,0.0016635545,-0.009437624,0.007183292,0.00778582,-0.0077426126,-0.0007751715,0.006038544,-0.0027814852,-0.00032315333,-0.0042315186,0.0061031673,0.006994144,0.0020959356,-0.0046944,-0.0018350381,-0.003990222,-0.009784396,0.007823836,-0.0006140321,-0.00059595064,0.0070990063,-0.009021732,0.0063317143,-0.007559543,-0.005358194,0.0050914767,-0.0035101813,-0.003497537,-0.006327016,-0.0039040684,-0.002669367,-0.0040928554,0.009446184,0.009466507,-0.0003643439,-0.0002853522,-0.005642348,0.007926429,-0.004953451,0.005906544,0.009120843,0.005766578,-0.0009486834,0.0055362517,0.0069457674,-0.0038825653
파스타면,0.00065973593,0.006548843,0.0058721784,-0.00019175044,0.0023830323,-0.006554684,-0.009351371,-0.0048995037,-0.005393837,0.0005763239,-0.0039519006,-0.00037748602,0.0075799646,0.009742728,0.007891488,0.0023734055,-0.0027473911,0.002410963,-0.0026614752,-0.008978394,0.0069138072,-0.008683934,0.0038093403,-0.003939009,-0.00558798,-0.0010421008,-0.006558476,0.008595902,-0.0068843416,-0.00898095,0.005745337,0.0044553666,0.00470365,0.0024316192,-0.003733749,-0.005132566,0.0017854467,0.008344165,-0.0056573185,-0.0024038237,0.0018429949,0.0067355786,-0.0063904678,-0.0045212978,-0.0026272738,0.0013074877,0.0053656613,0.005538072,-0.008698388,0.007311967,-0.0025028859,-0.0028454287,-0.008847965,-0.0057912134,0.009464369,0.0030773352,-0.008047649,0.0028096102,-0.0071146023,-0.009098157,0.0038397624,0.0020021463,0.0012180627,0.008824745,0.0062667266,-0.005065375,0.0027626224,0.0025889117,0.0023828151,0.008366743,-0.0069519295,-0.0022649558,0.0010342007,0.006388291,-0.0006651708,0.0079924725,-0.004639261,-0.009041197,-0.007087681,-0.0041192747,0.009574324,-0.0051411423,-0.0049036406,0.008183958,-0.007454222,0.0020108384,0.0057074837,-0.007516501,-0.00026313422,-0.0023625013,0.0055930824,-0.004530194,-0.006635669,0.009889278,-0.004591651,0.007583349,-0.008470747,0.007026453,-0.0033878966,-0.007843181
훈제연어,-0.0011726845,-0.0023692122,-0.0018354233,-0.0011517471,-0.0065143644,-0.0035566734,-0.003166917,0.007740993,0.005860575,-0.0008908573,-0.004818499,0.0052830637,-0.008839978,0.0016539877,0.003997662,-0.0019633302,-0.0045126854,-0.008221547,-0.008292146,0.0071021463,0.0036632381,-0.00039991023,0.009741566,-0.008548214,0.0005854106,-0.0004634911,-0.008093187,-0.009090822,0.007163967,-0.0036400177,-0.007908059,0.007950052,-0.006238177,-0.0031311032,0.0017676057,-0.0033355427,-0.007962398,-0.0039348844,-0.009032344,0.0013859012,-0.004633673,-1.7080629e-05,0.0027266059,-0.0023907812,0.008830396,0.007049778,-0.0005522472,-0.0006536404,0.00084034295,0.0067735696,0.008939782,-0.001948249,-0.0016068307,-0.0029610416,0.00051289535,-0.006496136,-0.0018712984,-0.008657436,0.00064367166,0.0014386186,0.0037233632,-0.002909923,0.005930173,-0.0070704073,0.009814237,0.00053363596,0.0023157105,0.00436916,0.00040595097,0.0026183068,0.0015980277,-0.009613404,-0.0031339098,-0.0025936991,-0.009288022,0.0034418572,0.004772656,-0.0020907992,0.0074202344,-0.0012115291,-0.0002769815,0.005781832,-0.0085262535,-0.0069102556,0.007342801,-0.006565013,0.008468546,0.005345323,-0.0080473265,0.008397851,0.00633416,-0.0067072916,-0.0084898,-0.008848993,0.0038312345,0.006315464,-0.002146265,0.0013222119,-0.008384226,-0.00515956
오리 가슴살,0.004704237,-0.009063847,-0.009237208,0.0010081172,-0.00858489,-0.006937902,0.00475309,0.008005556,-0.007359179,0.008106104,0.0093793655,0.0047118985,-0.004407264,0.009670248,-0.0077272262,-0.0038907623,0.0019339907,-0.007631515,-0.009873724,0.0028640972,0.0081810905,-0.005113397,-0.004290998,0.003909358,0.0006926203,-0.008534969,0.0065537454,-0.0031516338,0.0035830652,0.0031526624,0.008877898,0.008738623,0.0073114396,-0.008287576,0.0012087619,-0.0009641659,0.00087712647,0.008923398,0.004769644,-0.008924442,0.009811819,-0.00089119433,0.0003984976,0.004956163,-0.0062149502,-0.0004048431,0.0013757646,0.0070512546,0.0042809453,-0.0019390512,-0.008467414,-0.0038789595,0.008779056,-0.009491138,0.009846863,-0.00015376807,-0.001130408,0.009604236,0.009572595,0.008271392,0.008999089,-0.009984637,0.007504798,-0.009362416,-0.0077125942,-0.008828121,0.0021575845,0.007182187,-0.006305046,-0.0027143038,-0.0023575975,-0.004477767,-0.0013120138,0.004856006,0.003712654,-0.0032402086,-0.0037125517,-0.0023401594,-0.0032285023,0.003952539,0.009742404,0.007854058,-0.007559663,-0.0064487197,-0.009131934,-0.005930103,0.0036352968,-0.006019263,0.0016953301,0.008886543,0.0033359646,0.0011908842,0.00892278,0.006413332,-0.0014395047,-0.0062111234,-0.0010565401,0.007275797,0.007480532,-0.0040329886
소고기,0.009940382,0.0023985566,0.0051153116,-0.0056799627,0.004383002,0.00024275862,-0.009608107,0.005091155,-0.008994827,-0.006475859,0.0027766447,0.009279697,-0.0021225153,0.006983103,0.0050734226,0.0040669516,-0.006205685,0.0050804596,-0.008292402,-0.0043271556,0.0054647992,-0.008134489,0.005727767,-0.003479413,3.3159384e-05,-0.007347167,-0.0062552835,-0.0033116129,0.008591461,0.0053463136,-0.0097041875,-0.0065790694,0.0034439703,-0.008534272,0.0066432445,0.006170134,-0.009309466,0.008647726,0.00785161,-0.0017939933,0.0017978321,-0.0057023824,0.0061991736,0.0076901973,0.0040595173,-0.008865179,0.0049513825,-0.0030744579,-0.0021925569,0.006106758,0.0018391212,0.0046251924,-0.006281765,0.0052175797,-0.0035285943,-0.00038324518,0.006225809,0.0040685465,0.0074678343,-0.003925491,0.0035430249,0.0073040826,-0.0032937287,0.005769714,-0.009423694,0.008856683,0.0037658357,0.005305431,0.004659623,0.0045919917,-0.0033013278,-0.0062252018,-0.002275565,0.0013864699,-0.0029350503,-0.008457745,-0.006285582,0.00833217,0.009358511,0.0059611034,-0.0041093794,0.00066292525,-0.008586059,0.0066624708,0.0004436665,0.0073615527,-0.0053688874,-0.0028447856,0.0028641843,0.0034564037,-0.0065409364,-0.0073615857,0.0020330164,-0.009018606,0.005789512,0.0054689725,-0.003812156,-0.0056347162,-0.0083320495,-0.00189422
냉동참치,0.0069818916,-0.00020734234,-0.00795249,0.008879995,-0.008560214,0.0055598263,0.006456226,0.0009974191,-0.008691211,0.0061782347,-0.007839097,-0.0050328905,0.00961919,-0.008282924,-0.007643099,-0.004891828,0.0034671414,0.0019179032,-0.005580596,-0.0032842606,0.008606344,0.009768735,0.009931438,0.0010384086,0.004040674,0.0013726366,0.0016756043,0.004841944,0.0022103605,0.0002990746,-0.0031604657,-0.0065292874,0.008005531,-0.005979475,0.0027814542,-0.00093129,-0.0036395788,-0.004951857,0.0032251137,-0.0058601988,-0.0075076665,-0.0026358967,0.0046949578,0.006039678,-0.0014494626,0.007314774,-0.0076020947,-0.00473373,-0.007859195,-0.0060335603,0.007307822,-0.00928086,-0.00864674,-0.009827544,0.009208321,-0.002672891,0.0009983255,-0.006107397,-0.0025335148,8.545212e-05,-0.002507667,-0.0073713334,-0.006195011,0.002536798,-0.009486543,0.001142315,-0.002001229,0.008280498,-0.0003873748,0.0062136967,-0.0070916642,-0.0075705904,0.0055425046,0.00093085,-0.005098033,-0.002658439,0.008794921,-0.009191299,-0.0036870143,0.0009989333,-0.0002114487,0.009521062,-0.0019283199,-0.0071042865,-0.007671352,-0.009902259,-0.007820992,-0.0060248086,-0.0059597865,-0.0014020042,-0.00051748607,-0.0047355015,0.0021435362,0.003870964,0.009038422,-0.0046561505,0.005137719,0.00724639,-0.0037553145,-0.007438009
된장,-0.003343782,-0.0068664905,0.006504297,0.009399589,0.008302099,-0.008619323,0.005097496,0.0051535484,0.005628735,-0.008369036,1.125782e-05,-0.006876149,-0.008981397,0.002461021,0.009938998,0.006516266,-0.0071363174,0.0023476172,-0.003908189,0.009908609,-0.008794719,0.009760242,-0.006502695,-0.007028862,0.0015829465,-0.00065757096,-0.008524873,-0.0006117193,-0.00042631215,-0.0062792487,0.0057211407,0.0031523658,0.008431533,0.0073782103,-0.006679547,0.0047884095,0.005739945,0.005804391,0.0051754313,-0.004823713,0.0043245824,0.0013455156,6.294763e-05,-0.0064977226,0.0015403454,0.0052236556,-0.009220551,0.008632851,0.0030155748,-1.1552709e-05,-0.0033669935,0.00030882683,0.0061250976,0.0047726915,-0.0059632948,0.0078896675,-0.000634385,-0.008184367,0.008879634,0.0050754035,0.0036122259,0.007874857,-0.007532584,-0.00585347,-0.0020088532,-0.004066619,-0.0015896191,-0.0005372834,-0.008433507,0.0019564445,0.0025399367,-0.0007978903,0.004921274,0.0014911921,0.006002767,-0.0022183636,0.008512867,-0.0015685157,0.003036087,-0.0038314671,0.0061100116,0.003068349,0.00048251983,0.008783416,-0.007865019,0.009726397,0.0007856243,-0.0023473343,-0.004110651,-0.009083441,-0.0021911492,0.0027011756,0.0065506753,0.0090749115,-0.008735355,0.009062176,-0.008860023,0.0037245126,0.008023495,-0.0025585913
청국장,-0.007859052,-0.008330675,0.0011554572,-0.0007610052,-0.0095049245,0.0030865604,0.0022710087,0.004455034,0.0044270703,0.003232487,-0.009819831,0.005742536,0.0042516836,-0.00776539,-0.0021188043,0.00036006683,-0.0006398149,-0.00097114017,-0.0055402857,1.8829425e-05,0.00442006,-0.00067904446,0.00079730735,0.0020807828,-0.003978023,-0.007865621,0.009168771,-0.009794196,-0.0024887952,-0.0012656522,-0.0076744584,0.0017704628,0.007953417,-0.0015141491,0.008111272,0.00030112028,-0.005765214,-0.0019726132,-0.000731616,0.006245804,0.007119687,0.0061914464,-0.00598793,-0.0069777602,0.0060921577,0.0024627664,0.0053433017,0.00046182988,0.007866228,-0.008884012,0.0098755,-0.00824036,-0.001695963,0.0062836614,-0.009236842,0.004320828,-0.006971601,-0.006840845,0.0022987975,0.0017416236,-0.0027869197,0.007877987,-0.0070159878,0.0004645629,0.008728319,0.0020378376,-0.0068429597,0.003550244,-0.0050274907,0.00059102214,0.002853306,0.0075799795,0.0073838937,-0.0048906724,0.009522044,-0.005481371,0.007630043,-0.007971698,-0.00783483,-0.0011138218,-0.008153705,-0.003466282,-0.0005037072,-6.2121e-06,-0.009969309,-0.006519407,-0.0074185533,-0.00039224487,0.0051981956,-7.914345e-05,0.0099749565,-0.003888458,0.008046536,0.006093983,0.008262323,0.00010422014,-0.00042628715,0.0018926606,-0.009926036,0.0090511935
찹쌀가루,-0.0024043072,0.007564489,0.002028427,0.0028996982,-0.0012405007,-0.0099263815,0.0014085426,0.0029062042,-0.0098061,-0.0038933684,-0.0023498985,-0.0050757434,0.0039496156,0.0021046046,0.00434951,-0.0064705852,-0.006015337,0.004725249,0.0067768423,0.0055143046,0.0047937003,-0.007249257,0.008214536,-0.0069668666,-0.007668407,0.008531158,-0.0024848967,-0.009415997,-0.0031160964,0.0059793326,-0.0028795386,0.004936683,0.00013438961,0.004061962,0.0012037654,-0.009317783,-0.0036527729,0.008854192,0.0015489887,-0.005899316,0.0070218183,0.007466699,0.0072524813,5.895914e-06,-0.009150586,-0.0034972103,0.0051446077,-0.0065269154,0.009766281,-0.00976591,-0.008137736,-0.0053459397,0.0060352474,-0.00768199,0.008660537,-0.009879204,0.0035112947,0.0032997213,4.916899e-05,0.009556319,0.0051133763,0.00026460356,0.0048046685,0.0064328266,0.0030052867,0.009438691,-0.0013334012,-0.008373713,-0.0044979043,-0.0014484046,-0.007286867,-0.0015773331,0.0079723485,-0.0050081993,0.0051078172,0.00436887,-0.0006948406,0.0010824336,0.0057151406,-0.006646636,0.0039001212,0.008903894,-0.0035143932,-0.0076111136,-0.009213111,-0.0090288725,0.0038781764,0.0051141097,0.0070493435,-0.0014340655,0.0009985247,0.0030393582,-0.009889148,-0.009451006,0.004590044,-0.008387846,-0.0031778214,-0.0043095774,0.005902756,-0.0034437922
비엔나소시지,0.009971009,0.000578047,-0.005167746,-0.0036164555,0.0012671836,-0.0054017664,0.0073884437,0.009055611,0.0043040086,-0.0073658964,-0.0059653358,6.495329e-05,-0.0010410455,-0.005528687,0.007963941,0.006215977,-0.0042137434,0.002369594,0.0051434417,0.00239251,0.008591782,-0.0012884109,-0.0065236413,-0.0008244873,-0.008343481,0.009820533,-0.008656028,-0.0015351919,-0.0028833838,0.0031381757,0.0049608503,-0.00826863,-0.00438761,0.0005004414,0.0040020566,0.0051529547,-0.0013652864,-0.0006061823,-0.007841956,0.0045393393,-0.007678749,0.003272835,-0.0034131336,-0.0078017362,0.006889168,-0.00047737113,-0.009551931,-0.00938807,0.0005989589,-0.008157517,0.0037430946,0.0034858251,0.0033695109,-0.0056198356,0.007976499,-0.009000629,0.007480109,-0.0006530853,-0.0014791493,0.0039590932,-0.0025004207,-0.0044101365,-0.0024205819,-0.0062053767,-0.00039163974,-0.0053934557,0.0046124477,-0.009510018,-0.004362064,-0.009134345,-0.009628237,-0.00075400795,-0.008067092,-0.0056662415,0.002801406,-0.0014255097,0.0030985263,0.008283178,-0.0096403975,0.0060904333,-0.007969273,0.0065219295,0.007430976,0.008577143,-0.007965865,0.003307857,-0.0078483205,-0.0012440315,-0.005203965,-0.008529026,0.0049474947,0.0044508562,-0.0040717553,-0.007780408,0.0035734905,-0.0039126715,-0.008899199,-0.004392376,-0.0021896365,0.008747517
